file	line_no	token	context
4_rellit/buddh/bhivin_u.txt	2165	ḷṃ	...yitum vā || dvādaśavarṣā bhavati sātirekadvādaśavarṣā vā || ḷṃ ||
4_rellit/buddh/bhivin_u.txt	2957	ḷ	...snāyaty anāpattiḥ | idam ucyate dakaśāṭikāpratisaṃyuktaṃ || ḷ ||
4_rellit/buddh/bhivin_u.txt	3015	ḷ	...ikramam āsādayati | idam ucyate udakasrotapratisaṃyuktaṃ || ḷ ||
4_rellit/buddh/bhivin_u.txt	3123	ḷ	yo bhikṣūṇām abhihāro anabhihāro so bhikṣuṇīnāṃ || ḷ ||
4_rellit/buddh/bhivin_u.txt	3125	ḷ	yo bhikṣuṇīnām abhihāro anabhihāro so bhikṣūnāṃ || ḷ ||
4_rellit/saiva/kubjt_pu.txt	7531	ḷ	ṛ ṝ ḷ ḹ nivṛttyādyā mālikā śirasi sthitā ||
4_rellit/saiva/kubjt_pu.txt	7805	ḷ	aiṃ haḥ ḷ narakāntasthe haḥ ḹ guhyamahāmbike haḥ e sṛṣṭigate hrūṃ phr...
4_rellit/saiva/kubjt_pu.txt	7871	ḷ	ana aiṃ | ā tha hrīṃ | i ṛ a | ī ṛ gho | u ḷ re | ū ḹ hrīṃ |
4_rellit/saiva/kubjt_pu.txt	7873	ḷ	ṛ ca hsaḥ | ṛ dha pa | ḷ ṇa ra | ḹ u ma |
4_rellit/saiva/kubjt_pu.txt	9559	ḷ	ya pracaṇḍāvali ḷ prasanna ḷptakāya bhairava
4_rellit/saiva/kubjt_pu.txt	9559	ḷptakāya	ya pracaṇḍāvali ḷ prasanna ḷptakāya bhairava
4_rellit/saiva/kubjt_pu.txt	9625	ḷ	ḷ mahāmāyāvali ya mārtaṇḍa yugānta bhairava
4_rellit/saiva/kubjt_pu.txt	9691	ḷ	ḷ vidyāśaktyāvali ya mahāyaśavīra
4_rellit/saiva/kubjt_pu.txt	9757	ḷ	ya candravīṇāvali ḷ mahārauravavīra
4_rellit/saiva/kubjt_pu.txt	10877	ḷ	ḹ haro vāmagaṇḍe tu ḷ sthāṇur dakṣagaṇḍagaḥ |
4_rellit/saiva/kubjt_pu.txt	10943	ḷ	ḹ ḷ ṛ ṝ tu śāntyādyāḥ śiromālā tu mālinī ||
4_rellit/saiva/malinivu.txt	597	rḷṭ	na śikhā ṛ | rḷṭ ca śiromālā tha mastakam
4_rellit/saiva/malinivu.txt	1419	ḷ	ṛ | r nāsāpuṭe tadvad ḷ | l gaṇḍadvaye tathā
4_rellit/saiva/malinivu.txt	4695	dhyāyaṃśḷcandrabimbagatāṃ	śeṣāṃ rātriṃ svaped dhyāyaṃśḷcandrabimbagatāṃ parām
4_rellit/saiva/malinivu.txt	4943	ḷṃ	ṛṃ | rṃ ḷṃ | lṃ tathā oṃ auṃ haḥ aṃ ākarṇikāvadhau
4_rellit/saiva/mrgt1mpu.txt	1309	kḷptās	lakṣārdhonnataḥ kḷptās te teṣāṃ pūrveṇa mandaraḥ ||
4_rellit/saiva/parakspu.txt	115	ḷṃ	...i tejovatyai satyāyai vighnanāśinyai ṛṃ dharmāya ṝṃ jñānāya ḷṃ vairāgyāya ḹṃ aiśvaryāya ṛṃ adharmāya ṝṃ ajñānāya ḷṃ avair...
4_rellit/saiva/parakspu.txt	115	ḷṃ	...ñānāya ḷṃ vairāgyāya ḹṃ aiśvaryāya ṛṃ adharmāya ṝṃ ajñānāya ḷṃ avairāgyāya ḹṃ anaiśvaryāya nama iti pīṭhaśaktīr dharmādya...
4_rellit/saiva/parakspu.txt	135	kḷptākalpas	yāgamandiraṃ gatvā kḷptākalpas saṅkalpākalpo vā pīṭhamanunā āsane samupaviṣṭaḥ ||
4_rellit/saiva/parakspu.txt	165	kḷptaṣaḍaṅgaḥ	bālādvirāvṛttyā tridvyekadaśatridvisaṅkhyāṅgulivinyāsaiḥ kḷptaṣaḍaṅgaḥ ||
4_rellit/saiva/parakspu.txt	447	pādyārghyācamanīyasnānavāsogandhapuṣpadhūpadīpanīrājanachatracāmaradarpaṇarakṣācamanīyanaivedyapānīyatāmbūlākhyaṣoḍaśopacārakḷptyante	...radarpaṇarakṣācamanīyanaivedyapānīyatāmbūlākhyaṣoḍaśopacārakḷptyante ||
4_rellit/saiva/parakspu.txt	515	āsanakḷptiṃ	mūlajaptaiḥ kusumakṣepaiḥ vakṣyamāṇaiś ca mantrair āsanakḷptiṃ kuryāt mūlādiyogapīṭhāya namaḥ ity antāni tāni ca pṛthi...
4_rellit/saiva/sivsutru.txt	671	ḷ	a i u ṛ ḷ vinyāsaiḥ kādimāntaṃ ca vācakam ||
4_rellit/vaisn/astavgpu.txt	109	kḷptā	yathaivekṣu rase kḷptā tena vyāptaiva śarkarā |
4_rellit/vaisn/astavgpu.txt	111	kḷptaṃ	tathā viśvaṃ mayi kḷptaṃ mayā vyāptaṃ nirantaram ||
4_rellit/vaisn/vaimp__u.txt	9923	ḷṃ	...trāya phaṭ | bhūr bhuvas suvar om | aṃ āṃ iṃ īṃ uṃ ūṃ ṛṃ ṝṃ ḷṃ ḹṃ eṃ aiṃ oṃ auṃ āṃ āḥ | govindāya namaḥ | mahīdharāya nam...
4_rellit/vaisn/vaimp__u.txt	13323	saṃkḷpta	saṃkḷpta sādhinyai svāhā
5_poetry/1_natya/bharnatu.txt	9061	ḷ	tatra svarāścaturdaśa | a ā i ī u ū ṛ ṝ ḷ ḹ e ai
5_poetry/1_natya/bharnatu.txt	9081	ḷ	ṛ ṭu ra ṣā mūrdhanyāḥ | ḷ tu la sā dantyāḥ | u
5_poetry/1_natya/bharnatu.txt	9111	ḷlasā	paphababhamāstvoṣṭhyāḥ syuḥ dantyā ḷlasā ahau ca kaṇṭhasthau |
5_poetry/1_natya/bharnatu.txt	9115	ḷḹ	ḷḹ dantyau oau kaṇṭhoṣṭhyau eaikārau ca kaṇṭhatālavyau |
5_poetry/2_kavya/kakumspu.txt	1755	kḷptāsanaṃ	pativratābhiḥ parigṛhya ninye kḷptāsanaṃ kautukavedimadhyam ||
5_poetry/2_kavya/kakumspu.txt	2057	kḷptopacārāṃ	kḷptopacārāṃ caturasravedīṃ tāv etya paścāṭ kanakāsanasthau |
5_poetry/2_kavya/kragh_pu.txt	1683	kḷptena	vaidarbhanirdiṣṭam asau kumāraḥ kḷptena sopānapathena mañcam |
5_poetry/2_kavya/kragh_pu.txt	1713	kḷptavivāhaveṣā	viveśa mañcāntararājamārgaṃ patiṃvarā kḷptavivāhaveṣā ||
5_poetry/2_kavya/kragh_pu.txt	1919	kḷptāṅgarāgo	pāṇḍyo 'yam aṃsārpitalambahāraḥ kḷptāṅgarāgo haricandanena |
5_poetry/2_kavya/kragh_pu.txt	3839	kḷparamyopakārye	atha pathi gamayitvā kḷparamyopakārye katicid avanipālaḥ śarvarīḥ śarvakalpah |
5_poetry/2_kavya/kragh_pu.txt	6331	kḷptapuṣpaśayanāṃl	kḷptapuṣpaśayanāṃl latāgṛhān etya dūtikṛtamārgadarśanaḥ |
5_poetry/2_kavya/maghspvu.txt	263	prasūnakḷptiṃ	prasūnakḷptiṃ dadhataḥ sadartavaḥ purosya vāstavyakuṭumbitāṃ yayau ||
5_poetry/2_kavya/maghspvu.txt	6417	pādaiścakḷṣe	prakṛtiṃ pratipādukaiśca pādaiścakḷṣe bhānumataḥ punaḥ prasartum |
5_poetry/2_kavya/padnscpu.txt	105	ujjvalahemakḷptair	ambhoruhair ujjvalahemakḷptair ākāśagaṅgājalaveṇikeva ||
5_poetry/4_narr/sokss_pu.txt	5593	kṣurakḷptaṃ	tadasyāḥ pañcacūḍaṃ tvaṃ kṣurakḷptaṃ śiraḥ kuru ||
5_poetry/4_narr/sokss_pu.txt	5967	kḷptadakṣiṇam	ityuktvā dhanadattaṃ te brāhmaṇāḥ kḷptadakṣiṇam |
5_poetry/4_narr/sokss_pu.txt	7219	kḷptaprasādhanām	na ca tāṃ saha jagrāha bhāryāṃ kḷptaprasādhanām ||
5_poetry/4_narr/sokss_pu.txt	8533	satyānurodhakḷptāntaṃ	satyānurodhakḷptāntaṃ śāpaṃ tasyāmapātayat ||
5_poetry/4_narr/sokss_pu.txt	10119	prakḷptasnānamaṇḍanam	tato bhadrābravīcchīghraṃ prakḷptasnānamaṇḍanam |
5_poetry/4_narr/sokss_pu.txt	10169	kḷptopacāras	kḷptopacāras tatsakhyā yogeśvaryā vidūṣakaḥ ||
5_poetry/4_narr/sokss_pu.txt	19601	somaprabhākḷptair	iti somaprabhākḷptair vakyair yantrair iveritam |
5_poetry/4_narr/sokss_pu.txt	20191	tatkḷptaṃ	kaliṅgasenā tatkḷptaṃ māyāyantravimānakam ||
5_poetry/4_narr/sokss_pu.txt	29147	pūrvakḷptamaḍhaukayat	naravāhanadattāya pūrvakḷptamaḍhaukayat ||
5_poetry/4_narr/sokss_pu.txt	30099	kḷptavivāhaprakriyotsavaḥ	tatra rambho 'py asau kḷptavivāhaprakriyotsavaḥ |
5_poetry/4_narr/sokss_pu.txt	35771	vidyākḷptān	upāharanta tebhyaś ca vidyākḷptān sumeruṇā |
5_poetry/4_narr/sokss_pu.txt	41515	kḷptāraṇyānuyātrikam	prattamuktāmṛgamadaṃ kḷptāraṇyānuyātrikam ||
5_poetry/4_narr/sokss_pu.txt	48387	kḷptamālyānulepanāḥ	tasmiṃstatrāsanāsīne kḷptamālyānulepanāḥ |
5_poetry/4_narr/sokss_pu.txt	65513	pārvatīsvakarakḷptamahābhiṣekaṃ	taṃ pārvatīsvakarakḷptamahābhiṣekaṃ saccakravartinam atha pratimuktatārkṣyam ||
5_poetry/4_narr/sokss_pu.txt	67677	tatkḷpto	yan nyavadhīt tatkḷpto vada samayaḥ so 'tra pūrvas te ||
5_poetry/4_narr/sokss_pu.txt	70657	karmāntikakḷpteṣu	te karmāntikakḷpteṣu niveśeṣu yathocitam ||
5_poetry/4_narr/sokss_pu.txt	78555	kḷptāśanāmbarau	tatrādṛtya samāśvāsya tābhyāṃ kḷptāśanāmbarau |
5_poetry/4_narr/sokss_pu.txt	84895	tasyāścittamanyādṛkḷpto	na tasyāścittamanyādṛkḷpto 'tra pratyayas tathā |
5_poetry/5_subhas/msubhs_u.txt	31919	kḷptāparādhā	...rabhrāmyatkṣuraprānana | kṣuṇṇāḥ kṣoṇitale patanti paritaḥ kḷptāparādhā iva ||
5_poetry/5_subhas/msubhs_u.txt	34197	rūpakḷptim	kadalīkarabhasamānāṃ kalayati yo rūpakḷptim atirucirām |
5_poetry/5_subhas/msubhs_u.txt	35883	līlāśiroṃśukaniveśaviśeṣakḷpti	līlāśiroṃśukaniveśaviśeṣakḷpti | vyaktastanonnatirabhūnnayanāvanau sā ||
6_sastra/3_phil/mimamsa/jaimsutu.txt	4515	prakḷptāv	na ced anyaṃ prakalpayet prakḷptāv arthavādaḥ syād ānarthakyāt parasāmarthyāc ca |
6_sastra/3_phil/saiva/pratyabu.txt	911	viṣḷ	viṣḷ vyāptau ity arthānugamāt | vāhayoḥ vāmadakṣiṇagatayoḥ
6_sastra/3_phil/saiva/tantralu.txt	12729	ḷ	na śikhā ṛ ṝ ḷ ḍḍ ca śiromālā tha mastakam |
6_sastra/3_phil/saiva/tantralu.txt	14319	śaṅkātatphalakḷptaye	sṛṣṭyāṃcisiddhaye śaṃbhoḥ śaṅkātatphalakḷptaye ||
6_sastra/3_phil/saiva/tantralu.txt	19209	svecchākḷptasaṅkocamudraṇāt	vyāpakopi śivaḥ svecchākḷptasaṅkocamudraṇāt ||
6_sastra/3_phil/saiva/tantralu.txt	21267	ḷṃ	ṛṃ ṝṃ ḷṃ ḍḍṃ catuṣke ca viparītakramādbhavet ||
6_sastra/3_phil/saiva/tantralu.txt	22969	kḷptāvasatyatve	anyathāvyākṛtau kḷptāvasatyatve prarocane ||
6_sastra/3_phil/vedanta/brahmsuu.txt	569	saṃjñāmūrtikḷptis	saṃjñāmūrtikḷptis tu trivṛtkurvata upadeśāt |
6_sastra/3_phil/vedanta/samkupad_u.txt	259	prakḷptavān	janasya saṃvādam imaṃ prakḷptavān svarūpatattvārthavibodhakāraṇam ||
6_sastra/3_phil/vedanta/yamss_pu.txt	753	kḷpaṃ	kḷpaṃ cendriyaliṅgādi tadbhāvānuvidhānataḥ |
6_sastra/4_dharma/smrti/angirspu.txt	2735	kḷptā	amāvāsyāstatra kḷptā māsāntā nityameva vai ||
6_sastra/4_dharma/smrti/angirspu.txt	2823	kḷptaḥ	mṛtāhastādṛśaḥ kḷptaḥ prativarṣaṃ ca cāndrataḥ |
6_sastra/4_dharma/smrti/angirspu.txt	2825	akḷpto	mānenaiva bhavennūnam akḷpto 'nyena cedbhavet ||
6_sastra/4_dharma/smrti/angirspu.txt	2827	akḷptaścettu	atyantāvaśyako na syād akḷptaścettu yo bhavet |
6_sastra/4_dharma/smrti/angirspu.txt	2829	kḷptasyāvṛttirityeva	kḷptasyāvṛttirityeva maryādā śāstrasaṃmatā ||
6_sastra/4_dharma/smrti/angirspu.txt	2835	kḷptā	tasmāttu kḷptā ityuktās tataśca krāntayaḥ smṛtāḥ |
6_sastra/4_dharma/smrti/angirspu.txt	2837	kḷptā	sūryarāśikramaṇataś cā kḷptā ityudīritāḥ ||
6_sastra/4_dharma/smrti/angirspu.txt	2915	akḷptā	saṃkrattimātrāḥ kathitā akḷptā iti sūribhiḥ |
6_sastra/4_dharma/smrti/angirspu.txt	2919	akḷptānyeva	kathitāḥ kila sarvāṇyapy akḷptānyeva kevalam |
6_sastra/4_dharma/smrti/manu2p_u.txt	1747	kḷptā	pañca kḷptā mahāyajñāḥ pratyahaṃ gṛhamedhinām ||
6_sastra/4_dharma/smrti/manu2p_u.txt	2301	āsaneṣūpakḷpteṣu	āsaneṣūpakḷpteṣu barhiṣmatsu pṛthakpṛthak |
6_sastra/4_dharma/smrti/manu2p_u.txt	2753	kḷptakeśanakhaśmaśrur	kḷptakeśanakhaśmaśrur dāntaḥ śuklāmbaraḥ śuciḥ |
6_sastra/4_dharma/smrti/manu2p_u.txt	4537	kḷptakeśanakhaśmaśruḥ	kḷptakeśanakhaśmaśruḥ pātrī daṇḍī kusumbhavān |
6_sastra/4_dharma/smrti/manu2p_u.txt	6969	upakḷptāni	yas tv etāny upakḷptāni dravyāṇi stenayen naraḥ |
6_sastra/4_dharma/smrti/manu2p_u.txt	9295	kḷptānāṃ	kḷptānāṃ paśusomānāṃ niṣkṛtyartham asaṃbhave ||
6_sastra/4_dharma/sutra/apastd_u.txt	272	kḷp	athau yat kiñ ca manasā vācā cakṣuṣā vā saṅkalpan sam | kḷp | dhyāyaty | dhyai āha | ah | abhivipaśyati abhi | vi | pa...
6_sastra/4_dharma/sutra/apastd_u.txt	596	saṃkḷptaṃ	preta | saṃkḷptaṃ sam | kḷp caannaṃ bhuktvā | bhuj sa | pradoṣam ahar ana...
6_sastra/4_dharma/sutra/apastd_u.txt	596	kḷp	preta | saṃkḷptaṃ sam | kḷp caannaṃ bhuktvā | bhuj sa | pradoṣam ahar anadhyāyaḥ |
6_sastra/4_dharma/sutra/baudhd_u.txt	2147	upakḷpteṣv	...n ayujaḥ pūrvedyuḥ prātar evavā nimantrya sa | darbha | upakḷpteṣv āsaneṣu prāṅ | mukhān upaveśayatyudaṅ | mukhān vā ||
6_sastra/4_dharma/sutra/baudhd_u.txt	2359	asaṃkḷptam	ayācitam asaṃkḷptam upapannaṃ yadṛcchayā |
6_sastra/4_dharma/sutra/baudhd_u.txt	2437	upakḷptānāṃ	kṛṣṇa | ajina | ādīnām upakḷptānāṃ yasminn arthe yena yena yat | prayojanaṃ tena tena ta...
6_sastra/7_ayur/anandk_u.txt	25177	tatkḷpte	vaṭakṣīreṇa tatkḷpte golake pūrvavatpacet ||
6_sastra/7_ayur/vagaah_u.txt	8671	kḷpta	kuśalā pāṇināktena haret kḷpta nakhena vā |
6_sastra/7_ayur/vagaah_u.txt	21851	kḷptāḥ	rohītaka latāḥ kḷptāḥ khaṇḍa śaḥ sābhayā jale ||
6_sastra/7_ayur/vagaah_u.txt	22887	kḷptāḥ	vaṭakā guḍāṃśa kḷptāḥ samasta kuṣṭhāni nāśayanty abhyastāḥ ||
6_sastra/7_ayur/vagaah_u.txt	33135	kḷpta	praveśayet kḷpta nakho ghṛtenāktaṃ śanaiḥ śanaiḥ ||
6_sastra/7_ayur/vagaah_u.txt	33991	kḷptair	kṣuṇṇāni nimba pattrāṇi kḷptair bhallātakaiḥ saha |
6_sastra/7_ayur/vagaah_u.txt	37609	kḷpte	samudgake bījaka sāra kḷpte lihan balī jīvati kṛṣṇa keśaḥ ||
6_sastra/7_ayur/vagaah_u.txt	37615	kḷpte	samudgake bījaka sāra lipte sāmudgake bījaka kṣāra kḷpte
6_sastra/8_jyot/aryabh_u.txt	11	ṅiśibuṇḷṣkhṛ	...aravibhagaṇās | khyughṛ śaśi | cayagiyiṅuśuchlṛ ku | ṅiśibuṇḷṣkhṛ prāk |
